fecha,pm10,pm2-5,velocidad,precipitacion,direccion,o3,co,no,no2,nox,so2,temperatura,radiacion,ht
03-02-2024 02:00,40.3,27,1.7,0,146,4.3,0.5,8.2,27.6,35.8,0,14.7,0,78
03-02-2024 03:00,39.7,26,0.8,0,216,13.7,0.4,5.9,17.8,23.7,0,14.5,0,77
03-02-2024 04:00,32.4,13,2,0,140,9.3,0.4,7.8,21,28.9,0,14.3,0,77
03-02-2024 05:00,30.8,20,1,0,182,6.6,0.5,9.5,23.7,33.2,0,14.3,0,77
03-02-2024 06:00,25.4,19,1.3,0,37,6.7,0.5,13.9,22.9,36.7,0,14.1,0,77
03-02-2024 07:00,27,15,1.3,0.5,38,3.3,0.8,19.3,32.5,51.8,0,13.3,0,80
03-02-2024 08:00,23,10,1.1,0.1,263,3.5,1,26.3,35.3,61.5,0,13.7,0,80
03-02-2024 09:00,24.7,13,1.3,0,218,8.7,0.9,23.8,30.1,53.8,0,15.3,0,76
03-02-2024 10:00,18.5,11,1,0,348,23.6,0.5,11.5,16.2,27.6,0,19.3,0,57
03-02-2024 11:00,14.1,8,0.9,0,297,27.4,0.5,11,15.1,26.1,0,21.5,0,48
03-02-2024 12:00,11.3,10,0.3,0,277,37.9,0.4,7.5,10.7,18.2,0,23.2,0,40
03-02-2024 13:00,10,10,0.4,0,129,48.4,0.5,7.5,18.1,25.6,0,24.6,0,36
03-02-2024 14:00,0,13,3.3,0,117,37.6,0.6,9.8,17,26.8,0,21.2,0,57
03-02-2024 15:00,19.5,19,2.8,0,134,31,0.6,8,17.2,25.2,0,18.7,0,61
03-02-2024 16:00,30.4,14,0.9,0,260,21.8,0.6,11,17.6,28.5,0,18.1,0,63
03-02-2024 17:00,41.2,15,0.5,0,46,23.5,0.5,6.1,15.6,21.7,0,18,0,62
03-02-2024 18:00,29.7,17,0.7,0,29,21.7,0.5,6.5,17.7,24.1,0,18.7,0,59
03-02-2024 19:00,28.7,14,1,0,137,19.5,0.5,7.6,17.3,24.9,0,16.4,0,68
03-02-2024 20:00,20.8,14,1.1,0,126,6.9,0.8,10,32.2,42.2,0,15.7,0,72
03-02-2024 21:00,28.9,18,1.8,0,154,10.3,0.6,6.8,25.1,31.9,0,15.7,0,70
03-02-2024 22:00,27.5,13,1.4,2.2,62,13.7,0.5,5.1,18.7,23.9,0,15.5,0,71
03-02-2024 23:00,27.1,9,1,1.4,81,4.9,0.6,7.9,26.9,34.8,0,14.1,0,82
03-02-2024 24:00,19.9,7,1.2,0,92,8.7,0.5,5.2,20,25.3,0,14,0,82
04-02-2024 01:00,23.5,9,1.2,0,126,11.9,0.3,4.2,15.1,19.3,0,14,0,81
04-02-2024 02:00,17.9,13,0.6,0,203,12.7,0.3,3.8,13.3,17.1,0,14.3,0,78
04-02-2024 03:00,13.5,8,1.6,0.3,244,6.1,0.4,4,18.6,22.6,0,14.1,0,80
04-02-2024 04:00,16.5,14,1.3,0,280,14.6,0.2,3.8,9.1,13,0,13.7,0,78
04-02-2024 05:00,12.8,10,0.6,0,19,15.1,0.2,4,10.6,14.6,0,13.7,0,74
04-02-2024 06:00,10.3,7,1.1,0,212,2,0.5,10.3,23.2,33.5,0,13.5,0,79
04-02-2024 07:00,11,11,0.7,0,227,1.3,0.5,13.4,24.6,38.1,0,13.6,0,81
04-02-2024 08:00,17.2,17,0.6,0,168,4.8,0.6,17.3,22.3,39.6,0,14.5,0,77
04-02-2024 09:00,16.9,13,0.7,0,251,13.6,0.4,10.1,14.7,24.8,0,16.1,0,68
04-02-2024 10:00,16.4,9,1.6,0,214,19.4,0.4,9.8,11.6,21.4,0,19.1,0,57
04-02-2024 11:00,19.6,6,2,0,104,20.1,0.5,11.6,19.6,31.2,0,19.4,0,55
04-02-2024 12:00,14.5,9,0.8,0,280,20.2,0.6,13,25.5,38.5,0,19,0,57
04-02-2024 13:00,0,23,1,6.9,242,20.2,0.4,6.8,14.6,21.4,0,15.8,0,71
04-02-2024 14:00,21.6,13,1.1,0.7,116,10.5,0.9,16.7,24.4,41.2,0,15.2,0,79
04-02-2024 15:00,21.6,17,0.3,0,162,13.6,0.9,19.7,26.7,46.4,0,17.8,0,68
04-02-2024 16:00,21,21,1.5,0,121,22.1,0.7,15.6,24.3,40,0,20.5,0,58
04-02-2024 17:00,15.1,14,1.3,0,162,23.2,0.6,10.4,23.3,33.8,0,19.9,0,56
04-02-2024 18:00,20.8,17,0.6,0,334,14.4,0.7,10.7,29.9,40.5,0,17.8,0,63
04-02-2024 19:00,23.3,18,0.8,0,117,11.6,0.7,8.4,25.1,33.6,0,16.3,0,70
04-02-2024 20:00,20,13,1,0,137,3.9,0.8,8.2,35.3,43.5,0,15.7,0,72
04-02-2024 21:00,23.1,15,1.1,0,139,1.8,1,12,37.1,49.1,0,15.8,0,71
04-02-2024 22:00,23.3,14,1.1,0,141,1.7,0.9,17.7,36,53.7,0,15.9,0,71
04-02-2024 23:00,35.3,18,1.3,0,171,1.1,0.8,12.8,37.3,50.1,0,15.9,0,71
04-02-2024 24:00,25.3,20,1.5,0,152,6,0.6,7.2,27.2,34.4,0,15.4,0,72
05-02-2024 01:00,28.8,15,1.4,0,244,4.5,0.4,8.5,28,36.5,0,15,0,74
05-02-2024 02:00,25.1,16,1.6,0,292,7.7,0.3,5.6,20.3,25.9,0,14.4,0,78
05-02-2024 03:00,25,17,0.7,0,182,9.9,0.3,4.4,18.2,22.6,0,14,0,79
05-02-2024 04:00,28.4,18,1.2,0,4,9.1,0.2,3.8,13.9,17.6,0,14,0,77
05-02-2024 05:00,26.7,10,1.5,1.9,324,9.1,0.3,9.8,17.2,27.4,0,13.2,0,80
05-02-2024 06:00,23.5,6,1,0.1,262,1.4,0.8,84.3,38.9,123.6,0,12.7,0,83
05-02-2024 07:00,27,24,1.2,0,250,0.9,1,44.6,29.4,74,0,13,0,83
05-02-2024 08:00,20,11,1,0,255,3.4,1.2,41.6,29.3,70.8,0,15.2,0,74
05-02-2024 09:00,18,18,1,0,303,5.8,1,23.6,28.5,52.1,0,16.2,0,65
05-02-2024 10:00,16.4,13,1.1,0,352,0,0,0,0,0,0,17,0,62
05-02-2024 11:00,27.8,13,1.2,0.1,134,0,0,0,0,0,0,17.4,0,63
05-02-2024 12:00,30.4,24,0.3,0,353,0,0.8,18.9,27,45.9,0,18.4,0,60
05-02-2024 13:00,35.6,30,1.3,14.3,65,0,0.8,11.1,32.4,43.6,0,15.3,0,72
05-02-2024 14:00,34.3,29,0.5,1,215,7.5,1.2,27.9,38.6,66.6,0,14.4,0,83
05-02-2024 15:00,37.6,28,0.7,0.1,57,24.6,1,13.3,35.1,48.4,0,17.3,0,74
05-02-2024 16:00,38.7,34,1,0,30,23.5,0.9,9.3,35.1,44.5,0,18.4,0,61
05-02-2024 17:00,38,24,1.9,0,338,6.6,0.8,19,25.2,44.2,0,15.4,0,71
05-02-2024 18:00,30.1,16,1.3,0,97,1.6,1.1,27.6,30.9,58.4,0,14.6,0,76
05-02-2024 19:00,38.5,18,1.7,0,112,0.2,1.4,38.1,31.4,69.5,0,14.3,0,78
05-02-2024 20:00,31.5,15,1.1,0,135,0.2,1.7,65.7,33.6,99.5,0,14.3,0,79
05-02-2024 21:00,29.1,19,0.3,0.1,40,0.2,1.6,64.1,32.5,96.6,0,14.3,0,79
05-02-2024 22:00,33.9,23,1,0,27,0.2,1.1,42,29,71.1,0,13.9,0,79
05-02-2024 23:00,35.2,20,1,0,68,0.2,1.4,54.5,28.3,82.8,0,14,0,80
05-02-2024 24:00,33.2,22,1.2,0,89,0.3,1.4,72.3,26.5,98.8,0,14.2,0,80
06-02-2024 01:00,34.8,22,0.9,0,338,0.2,0.8,39,24.6,63.6,0,14.3,0,78
06-02-2024 02:00,31.9,19,0.8,0,59,0.2,0.6,18.5,23.8,42.3,0,14,0,78
06-02-2024 03:00,38.6,15,0.9,0,73,0.2,0.5,11,21,32,0,13.9,0,79
06-02-2024 04:00,28.9,8,1,0,65,0.3,0.4,9.9,21.3,31.2,0,13.9,0,78
06-02-2024 05:00,22.1,14,1.8,0,48,0.3,0.6,43.3,23.9,67.4,0,13.8,0,79
06-02-2024 06:00,29.4,23,1.4,0,38,0.4,1.3,126.9,36.6,164,0,13.4,0,79
06-02-2024 07:00,47,47,1,0,53,0.3,1.4,84.4,24.9,109.3,0,13.6,0,79
06-02-2024 08:00,39.5,35,1,0,82,0.8,1.8,89.7,28.2,117.9,0,14.8,0,76
06-02-2024 09:00,65.4,34,0.7,0,181,4.3,1.6,67.8,35.7,103.5,0,17.5,0,65
06-02-2024 10:00,75.8,43,0.6,0,5,11.7,1,26,33.2,59.2,0,19.8,0,54
06-02-2024 11:00,51.4,31,0.8,0,329,18.6,1,23.2,33.9,57.1,0,21.2,0,50
06-02-2024 12:00,51.2,26,0.9,0,87,20,0.9,17.6,39.7,57.3,0,20.6,0,49
06-02-2024 13:00,44.5,31,1.4,0,249,11,0.6,17.2,22.5,39.8,0,17.8,0,61
06-02-2024 14:00,39.1,15,0.4,0.5,274,7.7,0.6,12.6,17.9,30.5,0,15.5,0,72
06-02-2024 15:00,30.9,9,0.8,0.2,107,5.2,0.7,18.4,20.1,38.5,0,15,0,76
06-02-2024 16:00,35.7,15,1.7,1.4,162,4.6,0.6,15.5,18.9,34.3,0,14.7,0,79
06-02-2024 17:00,39.1,15,0.3,2.3,82,1.7,1,41.8,25.1,66.8,0,14.2,0,82
06-02-2024 18:00,37.9,20,1.3,1.2,245,0.8,1.2,41.7,28.9,70.7,0,13.6,0,83
06-02-2024 19:00,27.3,13,0.8,4.9,233,0.3,2.1,78.8,34.9,113.8,0,13.4,0,84
06-02-2024 20:00,20,20,0.7,0.1,300,0.2,1.9,76.8,32.5,108.9,0,13.2,0,85
06-02-2024 21:00,31.3,17,1.1,0.2,23,0.2,2.2,99.4,31,130.5,0,13.4,0,85
06-02-2024 22:00,26,26,1.4,0,32,0.2,2.1,109,28.9,138,0,13.5,0,85
06-02-2024 23:00,25.3,25,1.1,0.1,119,0.2,1.6,82.9,24.7,107.6,0,13.4,0,85
06-02-2024 24:00,20.8,16,0.9,0,178,0.1,1,47.2,20.8,68,0,13.1,0,85
07-02-2024 01:00,28.6,17,0.6,0,200,0,1.1,61.9,19.5,81.4,0,13.3,0,85
07-02-2024 02:00,21,11,1.2,0,189,5.6,0.3,3.6,9,12.6,0,13.3,0,81
07-02-2024 03:00,15.4,8,1.1,0,205,6.9,0.3,1.3,6.4,7.7,0,13.5,0,77
07-02-2024 04:00,11.8,5,0.8,0,307,4.9,0.2,2.4,7.9,10.3,0,13.3,0,76
07-02-2024 05:00,8.8,4,1.4,0,284,6.9,0.2,2.4,7.8,10.2,0,13.3,0,75
07-02-2024 06:00,8.9,6,1,0,93,3.6,0.5,20.5,14,34.5,0,13.5,0,74
07-02-2024 07:00,9,9,0.6,0,214,0.6,1,52.2,21.1,73.3,0,13.7,0,73
07-02-2024 08:00,0,16,1.1,0,283,5.2,1,37.3,17,54.3,0,16.2,0,63
07-02-2024 09:00,16.4,9,0.6,0,127,12.4,0.5,16.2,8.4,24.6,0,17.8,0,56
07-02-2024 10:00,15.1,9,1.7,0,149,16.8,0.3,8.7,5.9,14.6,0,19.6,0,52
07-02-2024 11:00,11.5,6,0.5,0,280,22.9,0.3,5.6,7.1,12.8,0,22.7,0,43
07-02-2024 12:00,11.1,2,1.2,0,187,21.5,0.3,4.3,5.8,10.1,0,22.5,0,41
07-02-2024 13:00,9.2,6,2.8,0,241,18.6,0.5,8.7,16,24.8,0,19.9,0,55
07-02-2024 14:00,0,19,3.1,0,312,26.8,0.5,9.4,18.1,27.6,0,20.1,0,60
07-02-2024 15:00,23.2,22,1.4,0,254,27.9,0.5,6.5,17.6,24.1,0,20.8,0,57
07-02-2024 16:00,26,26,1.2,4.9,155,22.3,0.5,9.1,20.2,29.3,0,17.9,0,66
07-02-2024 17:00,24.9,21,1.2,0.1,186,8.7,0.9,23,24,46.8,0,15.7,0,76
07-02-2024 18:00,20.4,16,1.1,0,191,2.3,1.8,46.6,41.9,88.5,0,17.1,0,70
07-02-2024 19:00,32,32,1.2,0,309,0.5,2.1,57.4,44.1,101.5,0,15.5,0,73
07-02-2024 20:00,40.4,26,1.2,0,289,2,1.5,33.6,37.7,71.2,0,15.6,0,72
07-02-2024 21:00,38.5,29,1.2,0,278,1.4,1.2,21.7,36.5,58.3,0,15.3,0,75
07-02-2024 22:00,41.7,28,1.3,0,277,0.2,1.7,64,31.6,95.6,0,14.3,0,78
07-02-2024 23:00,41.4,28,1.1,0,272,0.1,1.7,80.5,21.9,102.5,0,13.6,0,78
07-02-2024 24:00,43.3,23,0.9,0,287,0.2,1.8,95.9,22.2,117.9,0,13.4,0,79
08-02-2024 01:00,40.8,21,1,0,29,0.2,1.4,84.5,19.5,104.1,0,12.7,0,79
08-02-2024 02:00,41.2,20,1.2,0,112,0.1,0.8,52.3,16.2,68.5,0,11.8,0,82
08-02-2024 03:00,33.3,13,1,0,131,0.3,0.8,53.7,14.4,68,0,11.2,0,83
08-02-2024 04:00,37.7,15,1.2,0,180,0.2,0.5,36.4,14.1,50.4,0,11.5,0,83
08-02-2024 05:00,27.7,10,0.6,0,312,0.2,0.3,23.3,14.7,38,0,12.5,0,79
08-02-2024 06:00,29.3,15,1,0,317,0.2,0.7,61.9,19.6,81.6,0,11.9,0,79
08-02-2024 07:00,35.1,32,0.8,0,345,0.5,1.6,112.1,20.6,132.7,0,11.8,0,79
08-02-2024 08:00,42.4,35,1.2,0,290,1.5,1.8,97.7,24.6,122.2,0,16.3,0,64
08-02-2024 09:00,54.7,35,0.9,0,296,6.7,1,45.9,25.5,71.3,0,18.3,0,56
08-02-2024 10:00,46.7,23,1.5,0,349,14.5,0.6,17.6,23.1,40.7,0,19.2,0,51
08-02-2024 11:00,44.3,11,1.1,0,83,16,0.5,12.2,18.9,31,0,19.2,0,53
08-02-2024 12:00,36.5,14,0.9,0,32,16.5,0.7,16.2,26.2,42.3,0,19.5,0,54
08-02-2024 13:00,34.1,16,1.1,0,262,14,0.8,20.5,32.7,53.3,0,19.6,0,54
08-02-2024 14:00,40.5,34,1.1,0,347,17.5,0.7,14.6,25.9,40.5,0,19.7,0,54
08-02-2024 15:00,39.6,31,2.2,0,42,15.9,0.7,9.7,29.3,39,0,18,0,63
08-02-2024 16:00,51.8,31,2.7,0,46,8.9,0.7,15.5,28.6,44.1,0,16.6,0,72
08-02-2024 17:00,54.4,28,0.4,0,194,9.7,0.7,16.1,27.2,43.3,0,17.1,0,71
08-02-2024 18:00,52.7,33,1.7,0,215,5.9,1.1,19.3,31.8,51.1,0,16.7,0,71
08-02-2024 19:00,52.2,18,1.8,0,136,2.5,1.3,26.3,34.4,60.7,0,15.7,0,72
08-02-2024 20:00,50.4,13,1.6,0,156,0.5,1.4,44.8,32.8,77.7,0,15.1,0,75
08-02-2024 21:00,51.1,23,1.6,0,124,0.2,1.2,43.7,32.1,75.8,0,14.8,0,75
08-02-2024 22:00,43.3,21,1.1,0,122,0.7,1.1,33.9,30.8,64.7,0,14.6,0,75
08-02-2024 23:00,40.9,19,1.6,0,111,0.4,1.2,51.7,34.7,86.4,0,15,0,72
08-02-2024 24:00,52.4,29,1.6,0,194,0.3,1,50.8,33.9,84.7,0,14.6,0,75
09-02-2024 01:00,55,23,1,0,178,0.9,0.6,12.4,26.3,38.7,0,14.6,0,73
09-02-2024 02:00,46.7,16,1.3,0,233,0.4,0.7,18,26.6,44.6,0,14.5,0,74
09-02-2024 03:00,51.7,20,1.3,0,188,0.3,0.6,20.2,27,47.2,0,14.4,0,77
09-02-2024 04:00,49.5,21,0.8,0,182,0.2,0.5,14.7,24.3,39,0,14.1,0,78
09-02-2024 05:00,51.1,25,1,0,193,0.2,0.6,28.1,25.9,54,0,14.1,0,79
09-02-2024 06:00,43.1,30,1.2,0,213,0.3,1,69.5,24.3,93.7,0,14,0,79
09-02-2024 07:00,46.6,26,1.4,0,215,0.4,1.1,70.4,22.1,92.5,0,13.6,0,80
09-02-2024 08:00,51.1,21,1.2,0,207,3,1.2,53.4,20.6,74.1,0,16.1,0,70
09-02-2024 09:00,44.5,24,1.2,0,10,6.5,1.5,50.4,30.2,80.6,0,19.5,0,58
09-02-2024 10:00,51.6,31,1.4,0,272,16.8,0.3,8.3,6.3,14.5,0,20.4,0,49
09-02-2024 11:00,37.7,0,0.6,0,350,16.9,0.3,6.6,5.3,12,0,20.2,0,50
09-02-2024 12:00,27.2,0,1.7,0,93,18.3,0.2,5.1,4.1,9.2,0,20.8,0,50
09-02-2024 13:00,20.5,2,2.1,0,182,19,0.3,5.1,5.5,10.6,0,21.8,0,48
09-02-2024 14:00,14.7,3,2.3,0,174,19.8,0.3,8,6.7,14.7,0,21.3,0,51
09-02-2024 15:00,11.7,4,3.4,0,165,18.3,0.3,9,6.1,15,0,21.6,0,49
09-02-2024 16:00,10.8,1,0.6,0,196,18.1,0.3,7.3,6.8,14.2,0,21.6,0,49
09-02-2024 17:00,12.4,5,0.9,0,234,16.3,0.4,9.7,7.6,17.2,0,20.5,0,52
09-02-2024 18:00,9.5,8,2.2,0,236,14.8,0.4,5.2,8.8,14,0,18.5,0,55
09-02-2024 19:00,11.7,8,1.2,0,164,11.4,0.4,5.6,11.9,17.4,0,17,0,54
09-02-2024 20:00,8.3,7,1.6,0,157,12.1,0.3,4.3,8.6,13,0,16,0,59
09-02-2024 21:00,6.5,5,1.9,0,103,9,0.4,5.9,11,16.9,0,15.9,0,59
09-02-2024 22:00,0,11,1.4,0,114,9.1,0.3,2.1,10.6,12.7,0,16,0,58
09-02-2024 23:00,16.8,10,1.5,0,246,11.9,0.2,1.6,8.2,9.8,0,15.8,0,61
09-02-2024 24:00,12.6,6,1.3,0,247,13.7,0.2,0.8,5.2,6.1,0,15.1,0,63
10-02-2024 01:00,9.6,4,1.2,0,232,13.4,0.2,1.2,6.2,7.4,0,15.1,0,63
10-02-2024 02:00,20.8,11,1,0,158,6.3,0.3,6,13.4,19.4,0,14.5,0,68
10-02-2024 03:00,16,7,1.6,0,111,5.4,0.2,2.3,13.3,15.6,0,14.2,0,71
10-02-2024 04:00,12.4,9,1.1,0,72,2.3,0.3,5.5,15.1,20.6,0,13.2,0,75
10-02-2024 05:00,16.5,12,0.8,0,10,0.4,0.4,14.9,18.6,33.5,0,13.3,0,76
10-02-2024 06:00,14.1,12,1.1,0,64,0.3,0.6,39.9,22.4,62.4,0,13.3,0,76
10-02-2024 07:00,16.1,10,1.2,0,25,0.4,1.5,97.5,23.4,121,0,13.4,0,76
10-02-2024 08:00,32.6,32,1,0,70,1.5,1.7,90.5,28.9,119.1,0,14.8,0,72
10-02-2024 09:00,49.4,25,1.8,0,239,5.2,1.2,44.4,27.8,72.1,0,17.3,0,64
10-02-2024 10:00,44.4,23,1.5,0,172,15.6,0.5,14.3,12.1,26.3,0,20.4,0,51
10-02-2024 11:00,32.6,6,1.3,0,143,23.1,0.2,2.6,1.7,4.3,0,21.7,0,44
10-02-2024 12:00,25.6,5,0.9,0,107,23.5,0.2,3.5,2.3,5.8,0,22.3,0,41
10-02-2024 13:00,19,5,1.8,0,103,21.9,0.3,7.8,5.2,13.1,0,21.2,0,45
10-02-2024 14:00,19.8,6,2.7,0,123,25,0.2,4.8,2.7,7.5,0,22.6,0,42
10-02-2024 15:00,19.2,6,1.5,0,130,24.3,0.2,4.5,2.8,7.3,0,22.4,0,43
10-02-2024 16:00,14.9,4,1.9,0,90,24.1,0.2,3,2.3,5.3,0,22.5,0,42
10-02-2024 17:00,12,3,4.8,0,132,22.7,0.2,4.3,3.3,7.6,0,21.1,0,45
10-02-2024 18:00,9.7,2,4.6,0,173,20.7,0.3,4.2,4.1,8.3,0,18.1,0,54
10-02-2024 19:00,9.5,0,4.4,0,134,16.1,0.4,6.8,8.2,15.1,0,16.9,0,56
10-02-2024 20:00,7.2,0,1.8,0,161,13.5,0.3,5.3,9.9,15.2,0,15.9,0,58
10-02-2024 21:00,13.6,0,1.4,0,318,10.1,0.4,5.8,12.8,18.6,0,15.2,0,60
10-02-2024 22:00,10.8,0,1.1,0,123,5.5,0.5,5.8,17.2,22.9,0,14.2,0,65
10-02-2024 23:00,8.2,0,1.2,0,27,6.1,0.4,4.7,15.3,20,0,13.6,0,66
10-02-2024 24:00,6.4,0,0.9,0,344,4.2,0.5,4.7,15.9,20.6,0,12.7,0,70
11-02-2024 01:00,12,0,2.1,0,311,1,0.6,17.1,18.5,35.5,0,12.7,0,70
11-02-2024 02:00,20.4,0,1.6,0,312,0.4,0.5,19,18.5,37.5,0,11.9,0,72
11-02-2024 03:00,16,0,1.2,0,319,1.4,0.4,5.6,18.2,23.8,0,11.4,0,74
11-02-2024 04:00,19.1,0,0.9,0,278,0.3,0.5,16.4,17.9,34.3,0,10.6,0,78
11-02-2024 05:00,14.6,0,0.8,0,254,0.3,0.6,24,17.7,41.7,0,10.6,0,79
11-02-2024 06:00,16.3,0,1.7,0,322,0.3,0.4,14.8,16.3,31.1,0,11.5,0,75
11-02-2024 07:00,15.7,0,0.8,0,344,0.7,0.6,27,15.4,42.5,0,11.6,0,75
11-02-2024 08:00,21.8,0,1.5,0,360,5.6,0.7,27.6,15.4,43,0,15.2,0,64
11-02-2024 09:00,27.6,0,0.6,0,99,16.4,0.3,8,7.3,15.3,0,17.6,0,53
11-02-2024 10:00,27,0,0.4,0,256,20.9,0.2,4.2,3.3,7.5,0,20.2,0,44
11-02-2024 11:00,20,0,1.7,0,180,22.4,0.2,2.8,2.1,4.9,0,21.4,0,38
11-02-2024 12:00,14.7,0,1,0,346,24.7,0.1,1.5,0.1,1.6,0,23.2,0,32
11-02-2024 13:00,10.6,0,1,0,341,24.4,0.2,2.1,2.2,4.4,0,22.9,0,32
11-02-2024 14:00,12.2,0,0.3,0,154,24.8,0.2,1.9,1.3,3.2,0,23.4,0,33
11-02-2024 15:00,11.4,0,0.7,0,124,24.5,0.2,2.6,1.5,4.1,0,23.5,0,32
11-02-2024 16:00,8.7,0,2.4,0,235,25.2,0.2,3.1,1.1,4.2,0,23.1,0,30
11-02-2024 17:00,10.1,0,1.9,0,255,26.1,0.2,2,0.8,2.8,0,23.8,0,29
11-02-2024 18:00,16.8,0,1.6,0,225,23,0.3,3,5.8,8.7,0,21.2,0,42
11-02-2024 19:00,16.2,0,1.7,0,350,18,0.5,4.3,14,18.3,0,17.9,0,62
11-02-2024 20:00,16.1,0,0.8,0,194,14.4,0.5,4.1,17.7,21.7,0,16.7,0,69
11-02-2024 21:00,22.7,0,0.9,0,354,9.7,0.6,2.6,19.4,22,0,16,0,68
11-02-2024 22:00,23.4,0,1.2,0,158,9.4,0.4,3.6,14.5,18.1,0,14.7,0,62
11-02-2024 23:00,17,0,1.4,0,187,9.2,0.4,2.7,14.2,17,0,14,0,65
11-02-2024 24:00,25.3,0,1.3,0,141,12.4,0.3,1.3,10,11.3,0,13.3,0,67
12-02-2024 01:00,18.4,0,0.9,0,64,6.7,0.4,4.3,14.7,19,0,12.6,0,70
12-02-2024 02:00,19.8,0,0.8,0,86,3.3,0.4,4.8,18,22.8,0,11.9,0,74
12-02-2024 03:00,21.3,0,0.7,0,95,3,0.3,2.7,16.7,19.4,0,11.4,0,76
12-02-2024 04:00,19.8,0,1.3,0,132,1,0.3,4.9,18.8,23.6,0,10.8,0,77
12-02-2024 05:00,26.5,0,2.3,0,118,0.8,0.4,21.2,20.5,41.6,0,11.3,0,75
12-02-2024 06:00,22.2,0,0.5,0,200,1.9,0.6,30.7,21.5,52.3,0,11.3,0,74
12-02-2024 07:00,29.5,0,1.4,0,113,0.9,0.9,54.1,24.5,78.5,0,12.2,0,70
12-02-2024 08:00,27.2,0,2.1,0,112,5.2,1.1,49.4,22.7,72.1,0,15.8,0,58
12-02-2024 09:00,32.8,0,0.7,0,24,13.7,0.7,24.3,19.9,44.1,0,19,0,48
12-02-2024 10:00,32.1,0,1.5,0,90,20.9,0.4,10.1,9.2,19.3,0,20.4,0,41
12-02-2024 11:00,31.9,0,1.3,0,86,26.3,0.4,10.5,14.6,25.1,0,22.6,0,37
12-02-2024 12:00,34.7,0,0.9,0,20,34.6,0.4,6.3,14.2,20.5,0,23.5,0,33
12-02-2024 13:00,30,0,2.2,0,125,38.9,0.4,5,11.3,16.3,0,24.2,0,31
12-02-2024 14:00,34.6,0,0.9,0,340,49.1,0.5,5,22.1,27.1,0,23,0,38
12-02-2024 15:00,36.3,0,2.8,0,294,51.1,0.6,4.1,22.7,26.7,0,22.5,0,46
12-02-2024 16:00,44,0,1.4,8.8,11,34.3,0.7,3.8,29.6,33.4,0,16.9,0,75
12-02-2024 17:00,74.1,0,2,0,263,40.2,0.7,5.3,25.5,30.7,0,19.9,0,61
12-02-2024 18:00,74.1,0,3.7,0,226,31.2,0.9,6.8,30.3,37,0,18.8,0,63
12-02-2024 19:00,71.7,0,1.8,0,149,20.8,1.2,6.8,38.4,45.2,0,16.8,0,71
12-02-2024 20:00,63.5,0,1.5,0,33,9.6,1.3,15.4,49.8,65.3,0,15.8,0,75
12-02-2024 21:00,63.5,0,2,0,306,10.1,1.2,9.6,47.9,57.4,0,15.9,0,73
12-02-2024 22:00,66,0,1.6,0,255,8.6,0.9,6.1,41.1,47.3,0,15.4,0,73
12-02-2024 23:00,54.1,0,1.2,0,181,2.9,1,10.7,41.5,52.2,0,15,0,73
12-02-2024 24:00,58.8,0,1.2,0,228,11.6,0.5,1.5,26.1,27.6,0,15,0,72
13-02-2024 01:00,46,0,2,0,303,10.6,0.4,2,20.3,22.3,0,14.7,0,70
13-02-2024 02:00,47,0,1,0,7,6,0.5,3,25,28,0,13.6,0,74
13-02-2024 03:00,48.6,0,1.1,0,100,1.9,0.5,10.3,30,40.3,0,13,0,77
13-02-2024 04:00,36.2,0,1,0,77,0.9,0.4,8.8,27.2,36,0,13.1,0,79
13-02-2024 05:00,43.2,0,1.3,0,130,1.6,0.4,4.1,23,27.1,0,13,0,79
13-02-2024 06:00,44,0,1,0,178,0.4,1.3,101.4,31.1,132.8,0,12,0,80
13-02-2024 07:00,38.5,0,0.5,0,125,0.5,1.8,105.4,28.2,133.4,0,12.5,0,79
13-02-2024 08:00,70.8,0,1.7,0,114,2.9,1.3,61.3,25.8,87,0,16.4,0,65
13-02-2024 09:00,64.5,0,1,0,100,13,1,33.2,32.8,66,0,20,0,52
13-02-2024 10:00,54.8,0,1.2,0,39,25.7,0.6,11.2,19.7,30.9,0,22.2,0,40
13-02-2024 11:00,40.9,0,1.2,0,296,34.1,0.4,5.1,9.7,14.9,0,22.4,0,34
13-02-2024 12:00,29.4,0,1.5,0,291,33.4,0.2,4.3,3.9,8.1,0,23.1,0,31
13-02-2024 13:00,22.2,0,1.3,0,51,31.7,0.2,4.1,4.2,8.4,0,24,0,31
13-02-2024 14:00,17.1,0,0.9,0,355,33.8,0.2,1.6,2.2,3.8,0,25.7,0,27
13-02-2024 15:00,13,0,1.2,0,353,41.6,0.5,4,18.4,22.3,0,23.7,0,36
13-02-2024 16:00,10.2,0,4.1,0,353,53.1,0.6,3.6,25.4,29,0,21.2,0,51
13-02-2024 17:00,43.8,0,4.1,0,25,47.4,0.7,4.5,27.6,32.1,0,20.7,0,55
13-02-2024 18:00,50.6,0,0.9,0.2,4,32.2,0.8,4.4,30.2,34.7,0,19.2,0,61
13-02-2024 19:00,50.4,0,0.6,0,315,8.7,1.3,11,41.4,52.5,0,17,0,69
13-02-2024 20:00,46.3,0,1.4,0,311,1.9,1,20.9,32.4,53.3,0,16.8,0,63
13-02-2024 21:00,34.2,0,1.8,0,319,5.8,0.7,9.5,25.1,34.6,0,15.8,0,64
13-02-2024 22:00,39.4,0,1.6,0,325,11.1,0.5,4.3,15.6,19.9,0,14.9,0,67
