fecha;vel viento;dir viento;pm10;pm2.5;no;no2;nox;co;o3
1/01/2023 1:00;1,2;242;31,4;23;0,1;2,1;2,2;0,5;17,4
1/01/2023 2:00;1,8;272;43;39;0,5;1,4;2;0,5;17,8
1/01/2023 3:00;1,8;274;45;26;0,6;2,8;3,4;0,5;15,4
1/01/2023 4:00;1,3;255;36,5;35;0,6;2,1;2,7;0,5;14,7
1/01/2023 5:00;1,3;249;32;25;0,4;2,5;2,9;0,5;11,4
1/01/2023 6:00;0,6;210;39,4;27;0,3;3,8;4,1;0,5;6,5
1/01/2023 7:00;0,5;155;43,3;29;1,7;4,2;5,9;0,6;7,1
1/01/2023 8:00;1,4;49;32,3;24;3;0,9;3,9;0,6;15,3
1/01/2023 9:00;1,4;307;31,2;27;0;0;0;0,4;27,2
1/01/2023 10:00;0,9;4;23,7;21;0;0;0;0,4;31,2
1/01/2023 11:00;2,2;63;17,9;15;0;0;0;0,3;31,3
1/01/2023 12:00;2;96;13,9;13;0;0;0;0,2;33,1
1/01/2023 13:00;2,2;77;11,2;9;0;0;0;0,2;32,7
1/01/2023 14:00;3,1;270;18;12;0;0;0;0,4;37,3
1/01/2023 15:00;4,4;274;21,4;17;0;0;0;0,5;44,1
1/01/2023 16:00;5;255;30,2;26;0;0;0;0,5;36,6
1/01/2023 17:00;2,6;229;25;25;0;0;0;0,5;32,7
1/01/2023 18:00;2,7;233;25,5;25;0;0;0;0,5;23,9
1/01/2023 19:00;1,9;233;18,6;18;0,9;1,6;2,5;0,6;16,7
1/01/2023 20:00;1,9;257;17;17;1,2;3,5;4,7;0,6;11,6
1/01/2023 21:00;0,8;28;16,9;15;0,8;3;3,7;0,5;12,3
1/01/2023 22:00;0,2;158;20,8;9;0,2;1,8;1,9;0,5;12,6
1/01/2023 23:00;0,4;127;15,4;6;0,5;3,5;4;0,5;10,6
2/01/2023 0:00;0,4;133;19,1;13;0;0;0;0,5;11,7
2/01/2023 1:00;0,6;200;15,4;11;0,3;3,5;3,8;0,5;8,5
2/01/2023 2:00;1,4;29;12,2;10;0,3;1,2;1,5;0,4;8,6
2/01/2023 3:00;0,3;57;13,6;9;0;0;0;0,3;10,3
2/01/2023 4:00;1,1;53;10,3;8;0;0;0;0,3;8,9
2/01/2023 5:00;0,9;51;9;9;0;0;0;0,3;10,1
2/01/2023 6:00;1,4;27;10;8;2,9;2,5;5,4;0,5;5,4
2/01/2023 7:00;1,8;50;9;9;6,6;3,7;10,3;0,6;2,3
2/01/2023 8:00;1,4;34;9;9;10,8;3,1;13,9;0,7;4,7
2/01/2023 9:00;0,5;20;14;14;9,3;1,9;11,3;0,7;10,8
2/01/2023 10:00;0,8;315;16,8;10;0;0;0;0,5;18
2/01/2023 11:00;1,3;170;17,7;10;0;0;0;0,5;27,4
2/01/2023 12:00;1,8;277;16,8;9;4,8;2,3;7;0;0
2/01/2023 13:00;1,8;284;13;13;3,1;0;2,9;0,4;41
2/01/2023 14:00;4,3;269;29,5;12;3,5;1,5;5;0,5;32,6
2/01/2023 15:00;4,7;258;27,9;10;5,1;2,4;7,6;0,5;26,6
2/01/2023 16:00;3,2;242;20,9;15;5;5,3;10,2;0,6;19,7
2/01/2023 17:00;1,6;183;30,5;15;4,4;6,2;10,6;0,6;19,8
2/01/2023 18:00;1,2;245;27,3;16;4,5;12,4;16,9;0,8;13,3
2/01/2023 19:00;0,8;353;24,2;10;7;15,6;22,6;0,8;7,4
2/01/2023 20:00;1,3;345;18,2;10;12,5;19,2;31,8;1;5,8
2/01/2023 21:00;0,4;125;17,4;17;4,2;14,3;18,5;0,8;6,5
2/01/2023 22:00;0,4;204;27,8;15;5;16,9;21,8;0,7;4,6
2/01/2023 23:00;2,3;278;21,8;9;10,1;11,6;21,7;0,7;5
3/01/2023 0:00;0,9;315;15,6;13;6,9;11,6;18,5;0,6;3,6
3/01/2023 1:00;1,1;61;20,1;11;1,5;9,4;10,9;0,5;5,7
3/01/2023 2:00;0,6;244;19,9;17;1,4;5,7;7,1;0,5;6,6
3/01/2023 3:00;1,9;259;15,2;15;3,2;8,4;11,6;0,4;4,7
3/01/2023 4:00;1,3;274;15,2;12;4,1;8,9;13;0,4;4,9
3/01/2023 5:00;1,8;284;19;19;11;9,2;20,2;0,5;4,8
3/01/2023 6:00;0,7;278;25,3;15;35,5;13,5;49;0,8;1,3
3/01/2023 7:00;2;268;22,6;18;64,4;18,4;82,8;1,5;1,2
3/01/2023 8:00;0,3;145;32,1;23;29,6;10,5;40,1;0,9;4,8
3/01/2023 9:00;1;239;25,1;25;28;12,4;40,5;1;7,8
3/01/2023 10:00;0,8;269;33,3;28;16,5;8,5;25;0,7;21,2
3/01/2023 11:00;1,1;253;32,3;21;11,1;8,7;19,7;0,6;26,3
3/01/2023 12:00;3,8;285;31,6;15;0;0;0;0,4;28,5
3/01/2023 13:00;3;305;23,3;11;0;0;0;0,4;28
3/01/2023 14:00;1,9;327;27,5;8;0;0;0;0,4;27,4
3/01/2023 15:00;3,5;294;27,3;9;0;0;0;0,5;24,4
3/01/2023 16:00;3;300;20,6;9;0;0;0;0,4;23
3/01/2023 17:00;3,1;289;20,2;7;8;1;9;0,5;17,7
3/01/2023 18:00;2;55;20;7;7,7;2,7;10,4;0,6;13,9
3/01/2023 19:00;1,9;73;14,6;11;9,1;5,6;14,7;0,7;11,5
3/01/2023 20:00;1;33;10,2;7;27,2;15;42,3;1,1;2,1
3/01/2023 21:00;0,8;62;12,8;7;13,7;14,5;28,2;0,8;1,7
3/01/2023 22:00;0,1;63;13,2;6;17,9;15,3;33,2;0,9;1
3/01/2023 23:00;0,4;303;12,1;11;8,4;11,6;20;0,7;1,4
4/01/2023 0:00;1,2;271;11,3;10;12,9;10,1;23;0,7;1,3
4/01/2023 1:00;1,3;278;34,4;12;9,8;10,1;19,9;0,6;2,6
4/01/2023 2:00;1,5;287;25,6;11;2,7;2,8;5,5;0,4;8,1
4/01/2023 3:00;1,7;24;18,9;10;1;5,9;6,9;0,4;4,5
4/01/2023 4:00;0,9;352;13,8;9;1;3,4;4,4;0,4;5,9
4/01/2023 5:00;1,1;248;17,4;11;5;4,8;9,8;0,4;4,9
4/01/2023 6:00;1,8;266;15,2;8;25,6;16,1;41,6;0,7;1,1
4/01/2023 7:00;1,5;265;18,2;16;38,2;20,9;59,2;1,1;1,9
4/01/2023 8:00;0,1;162;19,8;18;23,2;16,1;39,4;0,9;6,3
4/01/2023 9:00;1;197;23,9;16;32,2;17,4;49,7;1,1;10,6
4/01/2023 10:00;0,5;216;21,5;18;15,3;10,3;25,6;0,7;19
4/01/2023 11:00;0,3;339;27,2;13;7,6;2,4;10;0,5;25,2
4/01/2023 12:00;0,5;302;29,6;14;6,1;5,8;12;0,5;24,6
4/01/2023 13:00;0,6;154;22,1;16;3,8;0,4;4,2;0,4;27,4
4/01/2023 14:00;3,4;277;30,5;11;6,6;2,8;9,4;0,5;25,5
4/01/2023 15:00;4,7;272;30,1;13;7,4;0,9;8,3;0,5;23,5
4/01/2023 16:00;4,7;265;31,5;20;8,2;0,4;8,5;0,5;20,8
4/01/2023 17:00;3,6;253;31,3;17;9,1;1,8;10,9;0,5;20
4/01/2023 18:00;3,1;246;34,2;15;9,8;6,3;16,1;0,8;12
4/01/2023 19:00;3,2;268;28,4;17;11,3;9,2;20,5;0,8;8,5
4/01/2023 20:00;1;349;25,2;15;6,2;5,9;12;0,7;9,7
4/01/2023 21:00;0,2;150;24,5;12;1,6;4,5;6,1;0,5;12,3
4/01/2023 22:00;1,7;277;17,9;11;13,3;13,4;26,7;0,8;2,5
4/01/2023 23:00;1,8;278;13;11;24,1;15,5;39,6;0,8;1,1
5/01/2023 0:00;1;295;22,1;11;15,2;12,5;27,7;0,7;1,3
5/01/2023 1:00;0,5;59;33;29;11,4;13,8;25,2;0,7;1
5/01/2023 2:00;0,9;287;38,4;21;15,3;13,5;28,8;0,7;0,8
5/01/2023 3:00;1,2;27;33,5;17;15;12,2;27,1;0,7;0,8
5/01/2023 4:00;1,4;36;29,8;14;3,5;0,5;4;0,4;10,6
5/01/2023 5:00;1;56;22,4;10;0;0;0;0,3;12,2
5/01/2023 6:00;1,6;255;23,1;6;25,6;12;37,6;0,7;2,3
5/01/2023 7:00;0,1;272;24,1;10;29;13,7;42,8;0,8;1,2
5/01/2023 8:00;0,7;309;22,1;14;50,1;17,8;67,9;1,3;2,9
5/01/2023 9:00;1,2;19;25,4;23;22,6;13,3;36;0,9;8,4
5/01/2023 10:00;3,7;72;28,8;19;0;0;0;0,5;21,5
5/01/2023 11:00;4,6;80;23,9;12;0;0;0;0,5;21,1
5/01/2023 12:00;3,8;81;19,5;14;0;0;0;0,5;19,4
5/01/2023 13:00;2,8;83;18,4;15;0;0;0;0,4;22,3
5/01/2023 14:00;3,2;87;26,8;17;0;0;0;0,4;24,8
5/01/2023 15:00;1,9;109;28,1;15;0;0;0;0,4;26,1
5/01/2023 16:00;2,8;102;21,5;17;0;0;0;0,4;21
5/01/2023 17:00;2;99;20,5;17;7,3;2,9;10,2;0,6;14,3
5/01/2023 18:00;1,3;70;17,7;17;12,7;8,4;21,1;0,9;9,6
5/01/2023 19:00;1,5;42;17,2;12;13,2;14,2;27,4;0,9;5
5/01/2023 20:00;1,7;268;17,1;17;29,9;16,8;46,7;1,2;3,1
5/01/2023 21:00;1,7;269;21;21;11,9;16,9;28,8;0,9;3
5/01/2023 22:00;1,3;278;32,2;23;12,3;17,7;30;0,8;2,3
5/01/2023 23:00;1,1;316;35;26;7,3;15,2;22,5;0,7;4,4
6/01/2023 0:00;1;44;40,7;22;3,3;8,9;12,1;0,5;3,5
6/01/2023 1:00;1,4;18;30,8;18;9,5;10,2;19,7;0,6;0,9
6/01/2023 2:00;1,5;28;29;12;6,1;8,5;14,6;0,5;1,8
6/01/2023 3:00;1,7;48;28,9;13;1,1;3,1;4,2;0,4;5,1
6/01/2023 4:00;0,9;35;21,5;8;1,8;2,1;3,9;0,4;4,3
6/01/2023 5:00;0,8;352;20,7;10;9,9;6,4;16,3;0,5;1,2
6/01/2023 6:00;1,8;37;19,1;12;34,4;8,3;42,7;0,7;0,8
6/01/2023 7:00;1,5;19;25,9;16;45;9,4;54,4;0,9;1,6
6/01/2023 8:00;1,3;255;22,9;19;47,3;14,7;62,1;1,3;3,5
6/01/2023 9:00;0,8;321;35,1;23;36,1;15,8;51,9;1,1;5,7
6/01/2023 10:00;1,7;59;37,3;28;21,1;8,6;29,6;0,8;18,1
6/01/2023 11:00;1,8;63;46,5;23;8,2;0,3;8,5;0,5;25,1
6/01/2023 12:00;2,1;76;38,7;17;10,5;2,5;13,2;0,6;27,2
6/01/2023 13:00;1,1;145;31,5;16;5,2;4,7;9,9;0,6;27,6
6/01/2023 14:00;3,2;263;33,9;17;0;0;0;0,7;26,7
6/01/2023 15:00;3,9;257;38,8;0;0;0;0;0,7;35,5
6/01/2023 16:00;5,1;257;44,2;25;6,5;11,9;18,5;0,6;31,1
6/01/2023 17:00;3,1;257;37,5;20;4,6;14,8;19,5;0,6;28,1
6/01/2023 18:00;1,5;331;32,2;18;3,8;18,9;22,7;0,7;25,8
6/01/2023 19:00;1,7;29;39,6;25;3;14,8;17,8;0,7;27,9
6/01/2023 20:00;1,7;78;39,4;26;5,8;18,5;24,2;0,7;15,9
6/01/2023 21:00;1,7;99;28,1;14;5,2;22,8;28;0,7;8,5
6/01/2023 22:00;0,7;137;25,3;13;9,3;29;38,3;0,8;2,9
6/01/2023 23:00;0,9;93;21,8;14;6,6;27,9;34,5;0,8;3,2
7/01/2023 0:00;0,9;31;18;16;5;26,4;31,4;0,7;2,4
7/01/2023 1:00;0,3;48;13,6;12;7;24,4;31,4;0,7;1,3
7/01/2023 2:00;1,3;98;15;15;7,9;23,8;31,7;0,7;1,1
7/01/2023 3:00;1,7;62;14;14;1,7;5,1;6,7;0,3;14,6
7/01/2023 4:00;2,5;43;18,3;10;0,6;2,4;3;0,3;15,5
7/01/2023 5:00;2,4;38;14,7;8;3,6;9,5;13,1;0,3;6,8
7/01/2023 6:00;2,1;42;11,5;6;4;12;16,1;0,4;3,9
7/01/2023 7:00;1,8;44;9;9;9,5;13,3;22,8;0,5;4,3
7/01/2023 8:00;2,4;45;10;10;11,2;9,6;20,8;0,5;9,1
7/01/2023 9:00;2,1;51;0;14;9,1;5,9;15;0,5;14,4
7/01/2023 10:00;2,4;57;0;9;6,1;3;9;0,4;20,6
7/01/2023 11:00;2,8;34;0;9;9,2;6,3;15,5;0,4;18,5
7/01/2023 12:00;2;49;0;9;6,7;5,9;12,7;0,5;16,9
7/01/2023 13:00;2,3;86;0;10;8,6;5,8;14,4;0,5;15,3
7/01/2023 14:00;1;271;0;9;10,9;13,7;24,7;0,7;10,3
7/01/2023 15:00;0,7;260;0;12;23,2;23,1;46,3;1,1;4,3
7/01/2023 16:00;0,6;345;0;13;22;27,5;49,6;1,1;6,1
7/01/2023 17:00;0,7;199;0;24;17,2;25,5;42,8;1;5
7/01/2023 18:00;0,5;137;0;22;20,3;27,5;47,8;1,1;1,8
7/01/2023 19:00;0,9;276;0;21;27,6;32,7;60,4;1,3;1,7
7/01/2023 20:00;1,2;265;27;27;14,6;30,1;44,8;1;2,8
7/01/2023 21:00;0,9;13;26,3;24;12,2;27,5;39,7;0,9;5,6
7/01/2023 22:00;1,6;20;19,4;16;10,7;26,9;37,5;1;3,2
7/01/2023 23:00;2;44;28,3;24;12,7;22,3;35;0,8;1
8/01/2023 0:00;1,1;40;24,1;18;7,8;16,4;24,1;0,6;1,6
8/01/2023 1:00;0,6;300;29,7;13;10,2;16,4;26,7;0,6;0,9
8/01/2023 2:00;0,9;286;22,4;11;11,5;15,4;26,9;0,6;0,9
8/01/2023 3:00;1;288;17;17;10,5;15,5;26;0,5;1,7
8/01/2023 4:00;0,1;273;16;16;2,5;14;16,5;0,4;2,6
8/01/2023 5:00;1,3;38;26,9;17;3;12,5;15,4;0,4;2,9
8/01/2023 6:00;2,2;67;21,4;12;1,9;6,9;8,8;0,3;11,2
8/01/2023 7:00;1,8;62;15,3;8;2,7;8,3;11;0,4;8,8
8/01/2023 8:00;1,7;59;11,4;10;8,4;10,9;19,3;0,5;6,3
8/01/2023 9:00;2,7;63;9,4;8;5;3,7;8,7;0,4;16,4
8/01/2023 10:00;2,6;40;7,3;7;5,2;3,4;8,6;0,4;17,9
8/01/2023 11:00;3,2;80;7;7;3,1;1,1;4,2;0,3;21,8
8/01/2023 12:00;2,6;105;0;8;2,6;0,1;2,8;0,3;22,6
8/01/2023 13:00;2,9;104;0;5;2,7;0,2;2,8;0,3;23,1
8/01/2023 14:00;3,2;97;6;6;3,8;0,5;4,3;0,3;21,8
8/01/2023 15:00;2,7;64;12,7;4;3,8;1,4;5,2;0,3;21,3
8/01/2023 16:00;2,5;53;11;3;3,3;1,4;4,6;0,4;21
8/01/2023 17:00;3,3;86;9;6;4,4;2,9;7,2;0,4;17,5
8/01/2023 18:00;3,9;79;6,9;5;4,8;3,9;8,7;0,4;16,3
8/01/2023 19:00;2,7;79;5,1;5;5,3;5,8;11,1;0,4;14,1
8/01/2023 20:00;2,7;99;5;5;3,9;7,2;11,1;0,4;12,8
8/01/2023 21:00;3,1;83;8;8;5,2;6,6;11,8;0,5;12,5
8/01/2023 22:00;2,4;77;0;7;4,3;7,5;11,9;0,5;10,7
8/01/2023 23:00;1,5;75;0;5;7,3;12,5;19,8;0,6;4,3
9/01/2023 0:00;1,1;20;0;8;24,4;15,9;40,3;0,8;0,9
9/01/2023 1:00;0,5;32;0;13;22,5;14,7;37,3;0,7;0,7
9/01/2023 2:00;0,6;14;0;10;18,8;14,3;33,1;0,7;0,8
9/01/2023 3:00;0,7;24;0;8;16,4;13,3;29,8;0,6;0,8
9/01/2023 4:00;0,9;306;0;10;11,7;13,5;25,2;0,5;1
9/01/2023 5:00;1;279;0;7;22,9;14,5;37,4;0,5;0,9
9/01/2023 6:00;0,9;244;10;10;24,1;10,9;35;0,6;0,7
9/01/2023 7:00;0,1;56;11;11;32,6;10,8;43,4;0,8;1,2
9/01/2023 8:00;0,4;120;16,7;10;31,8;13,2;45,1;0,8;2,8
9/01/2023 9:00;1,3;33;20,8;12;27,9;16,4;44,3;0,8;7,5
9/01/2023 10:00;2,4;43;21,1;15;11,1;8,8;19,9;0,5;14,1
9/01/2023 11:00;2,3;44;15,9;8;5,2;2,8;8;0,4;18,8
9/01/2023 12:00;2,6;44;13,9;5;3,9;1,6;5,5;0,3;21,5
9/01/2023 13:00;1,8;58;13,2;3;3,9;2;5,9;0,3;22,2
9/01/2023 14:00;0,7;23;11;6;3,5;1,6;5,1;0,3;23
9/01/2023 15:00;1,7;159;8,4;4;1,9;1,3;3,2;0,3;21,5
9/01/2023 16:00;0,5;207;6,5;6;4,4;5,7;10;0,5;21,2
9/01/2023 17:00;3,3;279;0;11;7,5;22;29,4;0,8;22,8
9/01/2023 18:00;3;283;0;21;7;22,8;29,8;0,9;18,8
9/01/2023 19:00;1,3;282;21;21;4,5;24,6;29;0,8;13,6
9/01/2023 20:00;2;257;26;26;6,2;19,7;25,9;0,7;8,7
9/01/2023 21:00;1,9;255;18,6;16;6,3;18,7;25;0,7;7,1
9/01/2023 22:00;1,6;264;16;16;11,7;22,6;34,2;0,7;3,5
9/01/2023 23:00;1;337;11,5;9;7;21,8;28,8;0,6;5
10/01/2023 0:00;0,9;315;13,1;12;4,9;16,2;21,1;0,6;7,2
10/01/2023 1:00;0,5;57;14,5;12;2,2;14,3;16,5;0,5;6,7
10/01/2023 2:00;0,6;60;13;13;1,1;9;10,1;0,4;10,9
10/01/2023 3:00;0,9;23;9;9;1,2;9,5;10,7;0,4;13,5
10/01/2023 4:00;1,4;36;14;14;0,6;4,6;5,2;0,3;18,9
10/01/2023 5:00;1;40;10,5;10;2,3;11,6;13,8;0,4;12
10/01/2023 6:00;0,5;48;9,1;8;0;0;0;1,4;2,4
10/01/2023 7:00;0,7;15;0;57;227,1;39,8;266,9;1,2;1,6
10/01/2023 8:00;1,4;29;31,4;29;50,4;24,2;74,6;1,5;2,5
10/01/2023 9:00;1,5;28;23,2;16;34,3;15,3;49,6;1;6,1
10/01/2023 10:00;1,4;46;24,9;17;17;11,7;28,7;0,6;8,2
10/01/2023 11:00;1,2;54;25,9;14;12,9;8,5;21,4;0,6;9,9
10/01/2023 12:00;0,9;42;21,8;8;17,6;11,6;29,2;0,7;9,3
10/01/2023 13:00;0,7;74;17;7;17,4;14,1;31,5;0,7;11,7
10/01/2023 14:00;1,2;212;22,2;11;16,2;17,2;33,5;0,8;14,8
10/01/2023 15:00;1,2;247;18,5;9;12,1;23,1;35,3;0,8;17,2
10/01/2023 16:00;2,1;246;0;17;13;29,8;42,8;0,9;12,9
10/01/2023 17:00;2,5;245;25;25;19,1;31,7;50,8;1,1;10,6
10/01/2023 18:00;1,3;213;24;24;20,9;33,5;54,5;1,3;5
10/01/2023 19:00;0,7;225;22,6;17;10,1;28,8;38,8;1,2;8,8
10/01/2023 20:00;0,4;52;21,6;17;48,3;35,5;84,1;1,7;1,6
10/01/2023 21:00;0,4;337;20,9;15;72,5;38,3;110,8;2;0,8
10/01/2023 22:00;0,5;274;23;23;68,1;35;103,2;2,1;0,9
10/01/2023 23:00;0,9;49;23,5;23;24,2;26,2;50,4;1,1;0,9
11/01/2023 0:00;0,6;74;21,3;19;33;23,4;56,4;1;0,7
11/01/2023 1:00;0,9;45;26,1;10;34,2;22,7;56,9;1;0,6
11/01/2023 2:00;0,9;349;19,9;13;30,5;18,6;49,1;0,8;0,6
11/01/2023 3:00;1,3;57;14,2;14;8,6;15,8;24,4;0,5;0,8
11/01/2023 4:00;1;11;0;14;10,3;16;26,3;0,5;0,8
11/01/2023 5:00;1,6;51;12;12;9,6;13,9;23,5;0,4;1,7
11/01/2023 6:00;0,8;54;11,2;8;32,4;19,1;51,6;0,6;1,2
11/01/2023 7:00;0,4;12;11;11;98,6;20,5;119;1,7;1
11/01/2023 8:00;1,1;73;13,7;11;70;19,1;89,1;1,5;2,5
11/01/2023 9:00;1,4;3;17;17;38,4;19,3;57,7;1,1;9
11/01/2023 10:00;1,3;53;13,2;11;13,5;9,1;22,7;0,6;17,5
11/01/2023 11:00;2,2;113;17,6;10;6,7;3,3;10;0,4;18,7
11/01/2023 12:00;3,5;73;13,3;8;7,1;2;9,1;0,4;19
11/01/2023 13:00;4,4;88;13,3;4;6,7;2,6;9,3;0,4;18
11/01/2023 14:00;2,1;71;18,1;4;6;2,6;8,7;0,4;18,3
11/01/2023 15:00;2,5;89;14,3;6;4,2;1,4;5,6;0,4;19,8
11/01/2023 16:00;1,1;302;11,1;6;7;8,9;16;0,5;18,9
11/01/2023 17:00;3,5;277;10;10;12,6;27,3;39,9;0,9;13,2
11/01/2023 18:00;2,8;258;0;20;19,5;29,5;49;1,2;6,6
11/01/2023 19:00;1,6;242;17,3;14;13,6;26,2;39,7;1,2;4,9
11/01/2023 20:00;1,5;293;19,4;15;24;33,1;57,2;1,3;1,6
11/01/2023 21:00;1,2;291;20;20;26;34,5;60,5;1,2;1
11/01/2023 22:00;0,9;311;26;26;21,5;31,5;53,1;1,1;1,7
11/01/2023 23:00;0,9;302;35,6;20;29,8;29,5;59,3;1,1;0,8
12/01/2023 0:00;0,3;281;28;14;11,2;27,6;38,8;0,8;2,1
12/01/2023 1:00;1,1;253;32,6;21;16,2;28,1;44,3;0,8;1,1
12/01/2023 2:00;0,8;303;39,2;16;19,7;30,5;50,3;0,7;1
12/01/2023 3:00;0,9;37;28,8;18;4,3;16,2;20,5;0,4;1,5
12/01/2023 4:00;0,7;200;21,1;12;9;14,5;23,5;0,5;1,2
12/01/2023 5:00;0,6;143;21,1;14;3,4;13,9;17,2;0,4;4,8
12/01/2023 6:00;0,4;200;15,2;11;51,5;23,2;74,4;0,7;1,2
12/01/2023 7:00;0,3;38;17;17;51,3;21,4;72,7;1,2;0,7
12/01/2023 8:00;0;19;0;15;33,9;19,1;53,1;1;2
12/01/2023 9:00;0,6;27;15,7;12;22,5;16,2;38,7;0,9;6,4
12/01/2023 10:00;1,3;42;15,2;10;32;19,4;51,5;1,1;6,9
12/01/2023 11:00;2,2;72;12,4;11;11,8;9,7;21,6;0,6;16,2
12/01/2023 12:00;2,4;84;10,2;6;8,4;5,9;14,4;0,5;20
12/01/2023 13:00;3,1;54;12,5;6;6,6;4,6;11,2;0,5;21,3
12/01/2023 14:00;3,1;84;13,8;5;8,7;5,4;14;0,5;19,1
12/01/2023 15:00;3,1;63;13,2;8;8,6;4,1;12,7;0,5;21
12/01/2023 16:00;3,5;83;15,4;9;13;8,3;21,3;0,6;16,9
12/01/2023 17:00;3,3;86;11,2;9;9,4;6,4;15,8;0,6;17,5
12/01/2023 18:00;2,8;84;8,3;5;12,2;11;23,3;0,8;14,2
12/01/2023 19:00;1,1;281;6,4;5;25,3;26,9;52,2;1,3;3,7
12/01/2023 20:00;1,8;274;22,7;16;34,3;31,8;66,1;1,4;1,1
12/01/2023 21:00;0,8;126;22,8;21;33,4;24,2;57,5;1,2;4,1
12/01/2023 22:00;1,6;95;20,1;18;4,9;8;12,8;0,5;11,8
12/01/2023 23:00;1,3;64;18,9;9;7,9;10,3;18,3;0,5;8,3
13/01/2023 0:00;1,5;51;22,6;10;7,8;14,5;22,3;0,5;3,5
13/01/2023 1:00;1,3;128;20,2;9;4;12,1;16,1;0,5;5,8
13/01/2023 2:00;0,6;144;19,8;9;1,2;10,3;11,5;0,4;7,3
13/01/2023 3:00;0,9;276;15,2;7;20,2;19,9;40,1;0,7;1,8
13/01/2023 4:00;0,2;282;23,2;21;31,1;22,2;53,3;0,7;0,9
13/01/2023 5:00;0,4;186;22;22;36;22,4;58,4;0,8;0,8
13/01/2023 6:00;0,3;121;32,7;22;62,9;22,9;85,4;0,9;0,9
13/01/2023 7:00;0,9;21;35;23;56,6;21,7;78,3;1,2;1
13/01/2023 8:00;1,7;32;40,6;22;66,2;18,1;84,3;1,2;2,1
13/01/2023 9:00;0,8;308;48,6;22;41,2;21,6;62,8;0;0
13/01/2023 10:00;1,8;90;37,1;20;0;0;0;0,7;13,9
13/01/2023 11:00;2,8;97;27,8;10;6,4;0,6;6,6;0,4;20,9
13/01/2023 12:00;2,3;143;26,5;10;4,9;0;4,5;0,4;20,5
13/01/2023 13:00;2,5;158;20,4;7;0;0;0;0,3;21,6
13/01/2023 14:00;2,3;134;24,2;6;0;0;0;0,4;21,1
13/01/2023 15:00;2,5;103;20,4;5;0;0;0;0,4;20,9
13/01/2023 16:00;2,7;297;15,8;4;10;15,6;25,5;0,7;17,3
13/01/2023 17:00;2,8;253;22,2;20;10,1;22,1;32,2;0,8;17
13/01/2023 18:00;1,7;263;22;22;28,3;30,5;58,8;1,4;4,8
13/01/2023 19:00;1,7;290;24,8;21;22,1;32,6;54,8;1,2;3,1
13/01/2023 20:00;1,7;255;30,2;13;14,7;30,2;44,9;1,1;2,6
13/01/2023 21:00;1,1;345;33,6;23;8;21,7;29,7;0,8;5,4
13/01/2023 22:00;1,2;28;30,2;16;7,1;21;28,1;0,9;4,2
13/01/2023 23:00;0,5;341;33,8;20;10,1;15,6;25,6;0,8;3,1
14/01/2023 0:00;1,5;324;25,6;17;6;13,5;19,5;0,6;3
14/01/2023 1:00;1,4;323;20,7;14;4,6;12,9;17,5;0,6;3,4
14/01/2023 2:00;1,4;49;22,1;14;1,2;9,1;10,4;0,5;7,5
14/01/2023 3:00;0,3;14;28,7;16;5,7;10,6;16,3;0,5;4,7
14/01/2023 4:00;0,8;8;21,8;9;2,2;9,3;11,5;0,4;4,9
14/01/2023 5:00;1,3;283;16,1;9;17,2;12,7;29,9;0,6;1,8
14/01/2023 6:00;1;309;17,3;12;32;15,6;47,6;0,8;0,7
14/01/2023 7:00;1,5;268;19,5;18;48,3;19,4;67,8;1,2;1,3
14/01/2023 8:00;1,8;258;36,6;24;57;29;86;1,4;3,7
14/01/2023 9:00;0,7;238;40,1;27;24,8;16,2;41,1;0,9;9,6
14/01/2023 10:00;0,6;238;43,5;19;22;17,1;39,1;0,9;17,8
14/01/2023 11:00;1,4;284;42,5;27;16,6;23,2;39,8;0,9;31,3
14/01/2023 12:00;1,9;283;44,5;27;8,9;25,3;34,2;0,9;46,8
14/01/2023 13:00;1,2;5;36,6;28;4,2;22,8;27;0,9;58,6
14/01/2023 14:00;4,4;256;42,3;29;6,4;17,5;23,9;0,8;30,5
14/01/2023 15:00;3,8;252;46,1;20;7;17,6;24,5;0,9;26,2
14/01/2023 16:00;3,5;255;38,6;18;9,5;19,7;29,2;0,9;25,9
14/01/2023 17:00;4,2;274;50,8;21;7,2;16,5;23,7;0,8;28,6
14/01/2023 18:00;3,4;281;41;16;7,3;17,6;24,9;0,9;22,8
14/01/2023 19:00;2,6;259;29,4;16;4,5;21,8;26,3;0,9;18,8
14/01/2023 20:00;2,7;274;35,9;19;6,9;14,2;21,2;0,8;14,7
14/01/2023 21:00;2,6;267;26,3;15;8,3;21,5;29,8;0,9;9,3
14/01/2023 22:00;1,8;246;24,5;17;7,2;18,9;26,1;0,8;9,2
14/01/2023 23:00;1,9;229;30;19;7,2;20,8;28;0,8;7,9
15/01/2023 0:00;1,2;219;21,9;17;3,3;20,7;24,1;0,7;9,1
15/01/2023 1:00;1,3;230;23,4;11;2,7;20,5;23,2;0,7;11,5
15/01/2023 2:00;0,3;174;20,1;8;0,6;7,6;8,2;0,4;18,6
15/01/2023 3:00;0,5;53;15,6;7;0,7;6,3;7;0,4;18,5
15/01/2023 4:00;0,8;65;12,1;6;0,4;4,5;4,9;0,4;22,1
15/01/2023 5:00;0,6;80;8,9;6;0,2;1,2;1,4;0,3;21,2
