fecha;vel viento;dir viento;pm10;pm2.5;no;no2;nox;co;o3
21/05/2023 10:00;1,6;55;38,9;20;11,6;9,8;21,4;0,5;18,5
21/05/2023 11:00;0,9;138;29;16;6;5,3;11,4;0,4;22,9
21/05/2023 12:00;1,6;127;28,6;8;0;0;0;0,2;24,6
21/05/2023 13:00;2;262;21,5;5;3,7;1,2;5;0,3;29,6
21/05/2023 14:00;2,6;251;16,4;3;4,6;8,4;13;0,5;32,7
21/05/2023 15:00;2,6;234;13,5;12;3,5;10,4;13,9;0,5;32,8
21/05/2023 16:00;4,4;259;29,3;19;5,1;8,7;13,8;0,5;29,2
21/05/2023 17:00;4,7;260;27,6;14;3,6;5,8;9,4;0,4;25,3
21/05/2023 18:00;2,8;261;27,4;14;4,7;11,4;16,1;0,5;16,5
21/05/2023 19:00;1,9;276;26,5;16;5;17,5;22,5;0,6;10,2
21/05/2023 20:00;1,9;269;19,3;14;5,8;16,3;22,1;0,6;8,5
21/05/2023 21:00;1,4;278;26,6;11;8,9;19,2;28,2;0,7;3,8
21/05/2023 22:00;1;274;19,1;12;12,9;19,3;32,1;0,6;1,1
21/05/2023 23:00;1,8;280;15,5;11;18,9;18,9;37,8;0,7;1
22/05/2023 0:00;1,6;279;20,1;12;8,6;14,2;22,8;0,5;3
22/05/2023 1:00;1,4;277;17,6;8;7,3;13,5;20,8;0,4;3,6
22/05/2023 2:00;1,4;278;14,5;5;3,7;9,9;13,5;0,4;5,9
22/05/2023 3:00;1,2;279;18,8;9;24,1;19,7;43,8;0,4;0,9
22/05/2023 4:00;0,5;310;20,3;11;6;15,7;21,7;0,4;1,6
22/05/2023 5:00;2;264;19,4;10;10,4;17,3;27,8;0,5;1,7
22/05/2023 6:00;1;229;17;17;14,2;18,3;32,4;0,5;1,6
22/05/2023 7:00;0,9;266;13;13;18,4;17,1;35,5;0,7;3,2
22/05/2023 8:00;1,1;271;21;13;18,6;17,4;36,1;0,7;8,1
22/05/2023 9:00;1,7;60;29,2;16;10,9;7,7;18,7;0,4;19,3
22/05/2023 10:00;0,5;348;26;12;6,5;5,8;12,4;0,4;24,9
22/05/2023 11:00;0,6;26;36,6;9;4,6;6,8;11,3;0,4;28,6
22/05/2023 12:00;2,1;263;28,8;13;4,9;11,1;16;0,5;31
22/05/2023 13:00;1,1;231;20,5;10;4;15,8;19,9;0,6;22,7
22/05/2023 14:00;3,4;45;18;18;4,5;4,6;9,1;0,4;20,8
22/05/2023 15:00;2,3;73;22,3;6;9;9,9;18,9;0,6;17,1
22/05/2023 16:00;1,9;38;24,3;10;6,1;7,6;13,8;0,5;20
22/05/2023 17:00;1,3;5;18;10;3,4;7,2;10,6;0,4;24,3
22/05/2023 18:00;0,9;16;21,7;10;3,4;10,9;14,3;0,5;19,3
22/05/2023 19:00;2,1;237;18,8;14;9,6;22,3;31,8;0,8;5,1
22/05/2023 20:00;1;214;17,3;15;14;24,1;38,1;0,9;1,3
22/05/2023 21:00;0,1;272;14,5;11;19,7;23,2;43;1,1;0,7
22/05/2023 22:00;1;226;12,5;10;32,2;22,7;54,8;1,2;0,7
22/05/2023 23:00;1;227;15,2;12;12,9;19,7;32,6;0,8;1
23/05/2023 0:00;0,6;50;11,9;10;28,2;19,2;47,4;1;0,5
23/05/2023 1:00;0,6;36;19,1;11;37,2;20,6;57,7;1,1;0,6
23/05/2023 2:00;1,8;32;22,7;17;9,1;14,5;23,6;0,5;2,9
23/05/2023 3:00;0,9;20;16,9;9;2,3;11,1;13,4;0,4;5,1
23/05/2023 4:00;1,4;44;13,3;9;4;13,5;17,6;0,3;2,8
23/05/2023 5:00;1,9;49;13,9;11;7,2;16,2;23,5;0,3;2,1
23/05/2023 6:00;1,5;27;16,1;10;34;17,6;51,6;0,7;1
23/05/2023 7:00;1,5;20;18,3;14;60;19;79;1,4;1,4
23/05/2023 8:00;1,5;43;23,5;20;47,1;18,2;65,3;1,2;2,5
23/05/2023 9:00;1;45;24,2;17;35,4;18,8;54,2;1;5,2
23/05/2023 10:00;0,9;37;33,7;15;32,5;21,2;53,6;1;10,3
23/05/2023 11:00;0,3;275;37,8;19;23,5;30,7;54,2;1,1;21,4
23/05/2023 12:00;1,6;20;44,3;24;16,1;23,8;39,9;0,9;23,5
23/05/2023 13:00;1,9;40;37,1;18;12;8,3;20,5;0,5;14,5
23/05/2023 14:00;2,2;220;27,2;9;20,1;23,5;43,6;1;5
23/05/2023 15:00;0,7;299;26,9;17;48,7;27,7;76,4;1,3;2,1
23/05/2023 16:00;1;351;22,9;19;36,8;30,6;67,3;1,2;8
23/05/2023 17:00;1,7;7;30;23;20,5;25,6;46,1;0,9;18
23/05/2023 18:00;2;299;34,8;24;27,4;33,2;60,6;1,5;5,4
23/05/2023 19:00;1,7;260;27,6;25;38,8;29,4;68,2;1,5;1,3
23/05/2023 20:00;1,8;268;35,7;19;31,7;25,8;57,6;1,3;3
23/05/2023 21:00;2,2;273;31,4;15;13,4;21,3;34,7;0,8;5,3
23/05/2023 22:00;2,3;282;32,5;19;17,4;21,4;38,8;0,9;2,8
23/05/2023 23:00;1,7;229;27,5;16;11,1;17,1;28,2;0,6;4,1
24/05/2023 0:00;1,7;246;19,6;14;6,4;13,7;20,2;0,5;6,6
24/05/2023 1:00;0,3;20;16,7;9;5,3;19,1;24,4;0,5;3,1
24/05/2023 2:00;1,1;81;15,3;7;2,8;17,2;20,1;0,4;4,5
24/05/2023 3:00;0,5;135;13,6;7;1,7;12,6;14,3;0,3;5,5
24/05/2023 4:00;0,2;154;10,4;6;8,1;15,7;23,8;0,4;1,3
24/05/2023 5:00;0,4;329;10;10;124,4;37,4;161,6;0,9;0,7
24/05/2023 6:00;0,9;44;0;27;111,7;20,6;132,3;1,1;0,8
24/05/2023 7:00;1,6;37;0;22;72,8;20,8;93,5;1,4;1,5
24/05/2023 8:00;1,5;51;0;27;54,6;17,1;71,6;1,2;4,2
24/05/2023 9:00;0,7;10;25,8;18;17,6;11,1;28,7;0,7;11,9
24/05/2023 10:00;2,4;254;21,1;12;32,3;29,7;62;1,2;9
24/05/2023 11:00;0,9;272;31;26;22;25;47;0,9;14,3
24/05/2023 12:00;0,6;21;39,3;19;10,9;9,7;20,5;0,5;14,3
24/05/2023 13:00;2,3;275;33,7;8;11,7;20,9;32,6;0,8;23,1
24/05/2023 14:00;4,1;267;29,5;25;10,2;18,6;28,9;0,7;30
24/05/2023 15:00;2,6;270;43,8;20;7,2;16,1;23,3;0,6;27
24/05/2023 16:00;2,6;60;42,3;18;20,5;14,7;35,3;0,7;3,9
24/05/2023 17:00;1,9;48;29,9;10;48;19,6;67,7;1,1;4,5
24/05/2023 18:00;1,4;52;22,6;17;57,6;19;76,5;1,6;1,3
24/05/2023 19:00;1;35;25,2;15;108,3;25,8;134,1;2,9;0,6
24/05/2023 20:00;0,6;202;33,6;21;123;25,7;148,8;2,7;0,7
24/05/2023 21:00;1,5;263;27,6;24;48;23,6;71,6;1,6;1
24/05/2023 22:00;1,1;288;33,2;22;58,8;23,2;81,9;1,6;1
24/05/2023 23:00;1,1;51;33,9;17;46,5;17,5;63,9;1,2;0,7
25/05/2023 0:00;1,4;56;33,8;17;12,6;14,9;27,5;0,6;1,5
25/05/2023 1:00;1,4;38;34,1;12;6,5;11,2;17,7;0,4;2,4
25/05/2023 2:00;1,6;35;24,7;10;2,8;6,4;9,2;0,3;4
25/05/2023 3:00;0,9;29;18,4;7;2,3;3,5;5,8;0,2;7,1
25/05/2023 4:00;1,2;221;15,1;5;4,5;8,5;13;0,3;6,9
25/05/2023 5:00;0,2;137;11,3;7;3,1;9,3;12,3;0,3;8,3
25/05/2023 6:00;1,7;40;9;9;27;19,6;46,6;0,6;1,3
25/05/2023 7:00;2,1;16;0;14;72,3;23,2;95,5;1,4;1,3
25/05/2023 8:00;0,8;318;0;25;47,9;17,7;65,6;1,4;3
25/05/2023 9:00;0,2;347;0;16;37,6;20,4;58;1,2;9
25/05/2023 10:00;1,2;86;22,3;13;24,1;25,9;50;1,1;21,3
25/05/2023 11:00;1;21;30,6;14;14,7;27,5;42,2;0,9;33,4
25/05/2023 12:00;3,8;86;24,3;17;11,4;24;35,5;0,8;19,4
25/05/2023 13:00;0,8;272;17,9;15;31,8;25,6;57,4;1,1;2,4
25/05/2023 14:00;0,9;205;21;21;27,3;32,9;60,2;1,2;3,5
25/05/2023 15:00;0,7;243;30,1;25;29,6;42,7;72,5;1,4;5,6
25/05/2023 16:00;0,3;43;30;30;27,6;40,3;68;1,3;10,7
25/05/2023 17:00;1,3;54;34,5;28;49;50,6;99,5;1,8;6,6
25/05/2023 18:00;0,1;283;47,9;37;0;0;0;2;1,7
25/05/2023 19:00;0,6;44;40,5;33;67,1;35,2;102,4;2,4;0,8
25/05/2023 20:00;0,5;337;51,1;26;103,1;28,4;131,4;2,9;0,6
25/05/2023 21:00;0,6;305;41,6;24;50,2;26,5;76,7;1,7;0,6
25/05/2023 22:00;1,2;295;49;25;62,4;24,4;86,7;1,7;0,8
25/05/2023 23:00;1,6;286;35,7;26;61,6;24,5;86;1,5;0,8
26/05/2023 0:00;1;32;37,5;21;24,6;20,4;45;0,8;0,6
26/05/2023 1:00;0,9;322;31,7;20;12,5;18,4;30,9;0,6;2,3
26/05/2023 2:00;0,6;5;32,7;17;5,3;15,7;21;0,5;1,2
26/05/2023 3:00;1,4;34;34;12;6,2;11,1;17,3;0,4;0,8
26/05/2023 4:00;1,2;58;25,1;7;2,5;8;10,5;0,3;2,1
26/05/2023 5:00;1,1;28;17,9;6;10,6;9,8;20,4;0,4;0,8
26/05/2023 6:00;1,5;37;13,3;9;35;11,1;46;0,6;0,6
26/05/2023 7:00;2,2;47;11;11;61,6;14,7;76,3;1,1;0,9
26/05/2023 8:00;2,6;64;0;17;44,9;10,4;55,2;1,2;2,4
26/05/2023 9:00;1,1;105;11,4;9;22,2;10,5;32,7;0,9;5,7
26/05/2023 10:00;1,7;135;9,8;6;13,8;10;23,7;0,6;11,7
26/05/2023 11:00;2;119;24,8;8;9,4;4,8;14,3;0,4;11,4
26/05/2023 12:00;0,9;141;18,3;10;14,4;9,1;23,6;0,6;7
26/05/2023 13:00;0,8;28;13,4;10;16,7;11,1;27,8;0,7;7,2
26/05/2023 14:00;2;29;12;9;17,6;8,2;25,9;0,6;9,4
26/05/2023 15:00;2,3;38;12;6;15,7;6,3;22,1;0,6;9,5
26/05/2023 16:00;2;30;9,1;8;22,6;9,2;31,8;0,6;9,5
26/05/2023 17:00;1,7;21;13;10;25,3;16,3;41,6;0,8;9,3
26/05/2023 18:00;2,6;37;15,2;15;43,6;20,3;63,9;1,2;3,2
26/05/2023 19:00;2;23;18;18;46,4;15,5;61,9;1,3;0,8
26/05/2023 20:00;1,8;50;17,2;16;52,2;12,5;64,8;1,3;0,7
26/05/2023 21:00;0,7;174;21,9;12;86,2;15;101,2;2;0,8
26/05/2023 22:00;0,6;221;33;22;124,9;18,2;143,1;2,5;0,8
26/05/2023 23:00;0,6;28;47,9;28;176,7;18,4;195,2;3,4;0,8
27/05/2023 0:00;0,8;54;57,2;35;116,9;14,5;131,5;2;0,6
27/05/2023 1:00;0,3;276;60,4;21;71,8;10,7;82,3;1,4;0,7
27/05/2023 2:00;0,2;212;59;18;88,5;9,8;98,3;1,6;0,7
27/05/2023 3:00;1,9;80;46,5;20;39,9;7,4;47,3;0,7;1,8
27/05/2023 4:00;2,1;80;39,6;10;2,4;0,8;3,2;0,2;6,1
27/05/2023 5:00;1;282;29,8;6;39,7;6,7;46,2;0,6;1,3
27/05/2023 6:00;0,5;358;27,4;14;74;8,5;82,6;1;0,7
27/05/2023 7:00;1,1;54;26,2;16;59,4;8,3;67,7;1;0,8
27/05/2023 8:00;1,6;39;28,3;13;59,4;10,6;70;1,1;1,2
27/05/2023 9:00;1,2;27;29,2;16;36;8,2;44;0,8;4,4
27/05/2023 10:00;2,4;40;28,9;13;26,6;8,5;35,1;0,7;7
27/05/2023 11:00;0,7;32;37,3;14;20,2;11,9;32,1;0,7;10,8
27/05/2023 12:00;1,6;156;36,3;14;9,3;4,4;13,7;0,4;12,1
27/05/2023 13:00;2,1;188;28,4;8;10,1;2,7;12,9;0,5;10,4
27/05/2023 14:00;1,8;247;20,4;7;9,8;4,2;14;0,5;11,6
27/05/2023 15:00;1,2;185;15,6;6;8,4;4,4;12,8;0,5;11,6
27/05/2023 16:00;1,7;118;12,6;6;5,6;0,9;6,4;0,3;13,4
27/05/2023 17:00;3,1;105;9,2;7;6,6;1,3;7,8;0,4;9,7
27/05/2023 18:00;2,8;84;9,3;4;13,7;6,1;19,9;0,6;5
27/05/2023 19:00;3,3;79;6,7;6;12,9;8,2;21,2;0,6;3,7
27/05/2023 20:00;2,4;82;8,7;8;23,4;11,2;34,7;0,8;1,8
27/05/2023 21:00;2,1;62;9;9;21,5;9,8;31,2;0,8;1,3
27/05/2023 22:00;1,9;44;11,8;10;22,2;9,8;31,9;0,7;1,1
27/05/2023 23:00;2,7;43;12,4;12;11,6;6,8;18,4;0,5;2,3
28/05/2023 0:00;2,7;44;9,7;8;6,9;7,4;14,3;0,4;1,9
28/05/2023 1:00;3;38;10,1;9;3,7;4;7,8;0,3;5,2
28/05/2023 2:00;2,3;45;14,7;6;3,1;5,1;8,1;0,3;3,2
28/05/2023 3:00;2,4;48;11,5;5;2,9;5,5;8,4;0,3;3,3
28/05/2023 4:00;1,3;52;12,3;4;1,9;4,9;6,8;0,3;3,5
28/05/2023 5:00;2;58;9,1;3;1,8;4,3;6,1;0,3;4,1
28/05/2023 6:00;2;26;8;8;5,7;6,2;11,8;0,4;2,4
28/05/2023 7:00;1,7;42;6,9;6;9,1;5,8;14,9;0,4;2,6
28/05/2023 8:00;1,9;28;10;10;14,3;4,6;18,9;0,5;4,8
28/05/2023 9:00;1;293;8,2;7;15,7;5;20,6;0,5;7,2
28/05/2023 10:00;1,8;45;13,5;7;10;3;13;0,4;12,5
28/05/2023 11:00;1,9;42;17,6;5;8;2,2;10,2;0,4;14,7
28/05/2023 12:00;1,9;169;12,7;4;0;0;0;0,3;14,7
28/05/2023 13:00;2,7;128;11;3;0;0;0;0,2;14,7
28/05/2023 14:00;3,6;92;8,3;2;0;0;0;0,3;12,2
28/05/2023 15:00;2,7;157;7;4;0;0;0;0,2;13,3
28/05/2023 16:00;2,9;153;6,3;6;0;0;0;0,2;13,7
28/05/2023 17:00;2;166;5,1;4;3,6;0,8;4,4;0,3;11,7
28/05/2023 18:00;2,1;151;0;6;3,8;1,5;5,3;0,3;10,6
28/05/2023 19:00;1,3;140;0;7;4,4;6,1;10,5;0,4;5
28/05/2023 20:00;1,1;275;0;7;27,6;13,6;41,2;1;1
28/05/2023 21:00;0,8;336;0;15;40;14,6;54,5;1,3;0,7
28/05/2023 22:00;0,1;41;14;14;48,4;13,1;61,3;1,4;0,6
28/05/2023 23:00;0,6;9;22,1;13;51,5;12,7;64,3;1,5;0,7
29/05/2023 0:00;0,4;352;17;17;54,8;10,2;65;1,3;0,7
29/05/2023 1:00;0,6;344;24,4;14;25,2;8,8;34;0,7;0,6
29/05/2023 2:00;0,8;346;24,8;10;18,8;9,2;28;0,6;0,7
29/05/2023 3:00;0,6;5;19,9;8;17,4;7,7;25,1;0,5;0,7
29/05/2023 4:00;0,4;282;29,4;7;27,7;6,3;34;0,5;0,7
29/05/2023 5:00;1,4;52;23,2;12;30,5;5,3;35,8;0,6;0,7
29/05/2023 6:00;1,6;64;20,2;8;56,2;7,4;63,7;0,8;0,7
29/05/2023 7:00;1,5;39;26,4;19;50,7;8,7;59,4;0,8;1,5
29/05/2023 8:00;0,9;94;24;20;42,3;12,7;55;1,1;3,8
29/05/2023 9:00;1,5;60;36,2;24;39,9;18,2;58;1;9,2
29/05/2023 10:00;1,8;55;44,5;23;15,5;9,7;25,1;0,6;18,7
29/05/2023 11:00;1,3;286;54,7;15;10,5;10,6;21;0,5;22,8
29/05/2023 12:00;1,3;158;39,2;13;6,9;9,9;16,8;0,5;23,5
29/05/2023 13:00;2,1;273;32,8;11;9,9;11,9;21,7;0,5;18,6
29/05/2023 14:00;4,7;274;32,6;15;15,5;23,7;39,2;0,8;20,4
29/05/2023 15:00;3,4;269;33,6;27;14,8;32,5;47,4;0,9;13,9
29/05/2023 16:00;2,4;243;41,9;34;24,2;26,4;50,6;1;7,2
29/05/2023 17:00;2,4;245;42,4;24;29,9;24;53,5;1;8,3
29/05/2023 18:00;2,7;260;43,4;18;27,2;20,7;47,9;1,2;5,2
29/05/2023 19:00;1,7;261;32,4;13;45,3;26,6;72;1,5;1,3
29/05/2023 20:00;1,3;272;33,8;19;51,5;25,5;76,9;1,8;0,9
29/05/2023 21:00;0,4;7;26,9;14;42,6;21,7;64,3;1,4;0,8
29/05/2023 22:00;0,1;352;26,6;12;45,5;21,8;67,2;1,4;0,7
29/05/2023 23:00;0,4;218;25;17;71,2;20,2;91,4;1,8;0,6
30/05/2023 0:00;0,3;153;47,1;20;106,1;19,4;125,4;2,4;0,7
30/05/2023 1:00;1,2;284;51,6;26;99;19,9;118,9;1,5;0,7
30/05/2023 2:00;1,2;262;42;23;65,1;14,3;79,3;0,8;0,6
30/05/2023 3:00;0,9;255;48,2;21;45,7;10,5;56,2;0,7;0,7
30/05/2023 4:00;0,4;208;49,3;18;30,4;10,2;40,6;0,6;0,6
30/05/2023 5:00;0,6;253;36,2;14;80,2;16,1;96,5;1;0,9
30/05/2023 6:00;0,5;230;36,7;29;0;0;0;1,8;1,1
30/05/2023 7:00;1,1;26;72,7;51;112,9;16,7;129,7;1,8;1
30/05/2023 8:00;0,8;293;71,1;31;71,2;20,4;91,6;1,7;1,8
30/05/2023 9:00;1,1;263;63,3;23;59;25,7;84,7;1,7;2,6
30/05/2023 10:00;2,5;255;64,4;25;72,1;36,7;108,7;1,7;4,2
30/05/2023 11:00;2;256;92,8;39;22,5;20,3;42,9;0;8,6
30/05/2023 12:00;1,2;322;75,8;29;0;0;0;0;13,7
30/05/2023 13:00;0,4;54;0;0;12,2;27,6;39,8;0,9;0
30/05/2023 14:00;0,2;164;0;42;8,6;18,1;26,6;0,7;0
30/05/2023 15:00;0,5;235;68,3;32;6;5,3;11,3;0,4;20,5
30/05/2023 16:00;0,9;231;55,3;9;9;8,4;17,4;0,4;15,1
30/05/2023 17:00;2,5;282;48,9;9;17,8;20,7;38,6;0,8;9,5
30/05/2023 18:00;1,4;338;36,3;16;17,4;22,9;40,4;1;5,3
30/05/2023 19:00;1,5;6;39,6;21;24,5;23,8;48,3;1,3;1,8
30/05/2023 20:00;0,8;276;36,5;16;48,6;21,7;70,3;1,6;0,9
30/05/2023 21:00;0,5;211;45;17;33,9;16,1;49,9;1,1;2,6
30/05/2023 22:00;1,6;142;43,6;14;3,1;5,7;8,9;0,4;7,5
30/05/2023 23:00;0,6;153;30,7;8;10,5;11,5;22;0,6;2
31/05/2023 0:00;0,6;76;24,4;5;10;10,4;20,5;0,5;2,8
31/05/2023 1:00;1,2;54;21,5;7;7,2;6,9;14;0,4;5,2
31/05/2023 2:00;1,5;69;15,6;6;1,4;2;3,3;0,3;7,7
31/05/2023 3:00;1,5;32;11,9;7;2,1;4;6,1;0,2;5,2
31/05/2023 4:00;1,8;85;9,1;8;1,4;0,9;2,3;0,2;9,1
31/05/2023 5:00;1,2;51;13,6;6;4,7;6,3;10,9;0,3;4
31/05/2023 6:00;2,7;51;10,3;8;25,5;10,4;35,7;0,5;1
31/05/2023 7:00;2,7;87;14,8;11;28,9;10,5;39,4;0,7;4,1
31/05/2023 8:00;1,3;85;13,2;9;33;13,2;46,1;1,2;3,7
31/05/2023 9:00;1,1;58;15,7;8;53,4;18,3;71,9;1,5;3,1
31/05/2023 10:00;0,3;39;12;12;25;16,5;41,5;1;12,5
31/05/2023 11:00;2,5;122;15;15;11,9;8,2;20,1;0,5;17
31/05/2023 12:00;2,4;156;20,4;4;7,1;0,9;8;0,3;13,6
31/05/2023 13:00;2,6;126;18,7;4;5,7;0,2;5,8;0,3;14,4
31/05/2023 14:00;2,2;129;13,5;5;0;0;0;0,3;15,3
31/05/2023 15:00;1,9;146;11,9;4;5,8;1,6;7,5;0,3;13,7
31/05/2023 16:00;2,4;99;9,7;5;8,2;2,7;10,8;0,4;12,6
31/05/2023 17:00;3,4;62;8;8;19,5;8;27,4;0,6;7,2
31/05/2023 18:00;2,2;104;0;11;16,8;10,9;27,9;0,7;5,2
31/05/2023 19:00;1,1;244;0;10;23;14,8;37,8;1,1;2,1
31/05/2023 20:00;0,8;270;0;11;26,8;16,3;43,1;1,1;1,2
31/05/2023 21:00;1,9;97;17,4;11;10,9;8,9;19,9;0,5;4,8
31/05/2023 22:00;2,7;75;13;7;5,1;3,6;8,8;0,4;7,7
31/05/2023 23:00;2,1;88;12;6;5,1;4,4;9,5;0,4;7,1
1/06/2023 0:00;0,3;42;9;5;7,5;8,5;16;0,5;2,8
1/06/2023 1:00;0,9;13;8,9;8;8,7;9,4;18,1;0,5;1,9
1/06/2023 2:00;1,9;20;7,4;7;4,1;5,2;9,3;0,4;4,1
1/06/2023 3:00;0,9;25;16;6;2,2;3,9;6,1;0,3;4,2
1/06/2023 4:00;1,5;54;11,7;6;2,2;2,5;4,6;0,3;5,2
1/06/2023 5:00;1,9;61;9,3;4;3,6;3,4;6,9;0,3;4,1
1/06/2023 6:00;1,8;77;9,6;6;25,5;8,3;34;0,5;1,7
1/06/2023 7:00;1,9;96;9;9;35,9;11,1;47;0,8;2,2
1/06/2023 8:00;3,6;86;0;13;21,8;6,3;28,1;0,9;6,7
1/06/2023 9:00;3,6;79;8,7;8;18;4,2;22,2;0,6;9,3
1/06/2023 10:00;2,2;109;8;8;9,4;2;11,3;0,4;11,4
1/06/2023 11:00;2,8;105;8,7;6;7,9;0,7;8,5;0,4;11,9
1/06/2023 12:00;2,8;98;6,9;5;7,6;0,2;7,7;0,4;12
1/06/2023 13:00;2;141;5,6;4;5,7;0;5,6;0,3;13
1/06/2023 14:00;2,6;137;7;5;7;0,3;7,3;0,3;12,4
1/06/2023 15:00;2,7;121;9,9;6;0;0;0;0,3;13,4
1/06/2023 16:00;2,4;118;8,6;6;0;0;0;0,3;14,7
1/06/2023 17:00;2,6;138;10;5;10,1;2,4;12,5;0,3;12,5
1/06/2023 18:00;2,2;139;8,4;6;8,4;2,9;11,3;0,4;11,1
1/06/2023 19:00;2,2;154;10,5;7;9,1;7,3;16,5;0,5;7,7
1/06/2023 20:00;1,7;149;7,7;6;4,2;5,1;9,3;0,4;7,2
1/06/2023 21:00;0,9;23;11,4;8;16,8;11,3;28,1;0,8;1,8
1/06/2023 22:00;2,3;26;10,4;6;16;10,6;26,6;0,7;1,7
1/06/2023 23:00;1,2;48;10,7;6;16,5;10,3;26,9;0,7;1,2
2/06/2023 0:00;1;340;13,8;8;25,7;10,8;36,5;0,8;0,5
2/06/2023 1:00;1,4;24;10,8;7;6,7;8;14,6;0,4;1,7
2/06/2023 2:00;1,8;40;8,2;6;1,9;3,5;5,4;0,3;5,2
2/06/2023 3:00;1,1;60;6;5;2,1;3,2;5,3;0,3;7,5
2/06/2023 4:00;1,4;65;5,3;3;2,6;2,7;5,3;0,2;9,4
2/06/2023 5:00;1,3;95;4,4;2;3,6;3,9;7,5;0,3;9,9
2/06/2023 6:00;1;68;4;4;29,2;17,4;46,7;0,7;2,8
2/06/2023 7:00;1,5;91;0;15;34,2;19,4;53,5;1;3,6
2/06/2023 8:00;1,7;113;0;14;13,1;13,2;26,2;0,7;16,8
2/06/2023 9:00;1,8;136;0;9;5,5;4,5;10;0,4;28,1
2/06/2023 10:00;2;125;7,6;7;5,5;3,5;9;0,3;30,4
2/06/2023 11:00;2,8;107;7,3;5;4,6;0,8;5,4;0,3;26,7
2/06/2023 12:00;2,9;109;7,2;5;4,4;0;4,2;0,3;24,4
2/06/2023 13:00;2,8;132;9;2;4,7;1,8;6,5;0,3;22
2/06/2023 14:00;3,3;109;7,5;2;5;0,7;5,7;0,3;22,4
2/06/2023 15:00;2,6;112;6,6;2;4,7;0,5;5,2;0,3;23
2/06/2023 16:00;2,4;164;8,6;3;5,6;2,6;8,2;0,4;22,2
2/06/2023 17:00;1,9;146;19,5;8;6,6;4,1;10,8;0,3;21,7
2/06/2023 18:00;3,3;88;13,8;7;14,1;9,2;23,4;0,7;15,2
2/06/2023 19:00;2,2;114;9,6;9;8,2;12,2;20,4;0,5;12,2
2/06/2023 20:00;1,6;158;0;9;4,1;9,6;13,7;0,5;12
2/06/2023 21:00;2;66;6;6;10,8;15;25,8;0,7;5,6
2/06/2023 22:00;2,4;70;7,6;7;8,2;10,2;18,4;0,5;7,7
2/06/2023 23:00;1,5;269;12,8;5;19,2;15,4;34,6;0,8;3,1
3/06/2023 0:00;1,2;301;21,4;11;26,5;18,8;45,3;0,9;0,7
3/06/2023 1:00;1;6;17,8;9;18,4;15,5;33,9;0,7;0,7
3/06/2023 2:00;0,8;17;20;12;35,3;15,2;50,5;0,9;0,7
3/06/2023 3:00;0,7;24;26,1;9;15,6;13,4;29,1;0,5;0,7
3/06/2023 4:00;0,6;7;24,7;8;25,6;12,7;38,3;0,6;0,8
3/06/2023 5:00;1,2;29;22,4;7;57,8;13,6;71,4;0,8;0,7
3/06/2023 6:00;1,3;44;27,6;17;36,8;11,9;48,7;0,7;0,6
3/06/2023 7:00;1,6;44;29;13;62,2;14,7;76,9;1,1;1,2
3/06/2023 8:00;3,4;75;32,2;16;18,1;7,2;25,3;0,6;10,1
3/06/2023 9:00;1,8;50;25;6;9,8;4,4;14,3;0,5;17,5
3/06/2023 10:00;1,3;132;22,6;5;10,7;8,9;19,6;0,6;22,4
3/06/2023 11:00;2,3;159;23,3;6;4,6;0,9;5,5;0,3;20,8
3/06/2023 12:00;4,5;98;17,2;5;6,4;0,6;7;0,3;20,4
3/06/2023 13:00;3,6;98;12,8;4;6,5;0,5;6,9;0,3;20,1
3/06/2023 14:00;2,6;117;11;3;4,9;0;4,9;0,3;19,4
3/06/2023 15:00;2,7;145;22,8;0;4,2;0,1;4,3;0,3;22,9
3/06/2023 16:00;4,2;96;16,3;4;5,9;1;7;0,4;21,7
3/06/2023 17:00;2,7;105;11,6;7;4,8;2;6,7;0,4;20,2
3/06/2023 18:00;2;128;8,7;6;4,3;5,3;9,6;0,4;17,5
3/06/2023 19:00;0,6;78;0;8;5,9;10,9;16,8;0,6;11,2
3/06/2023 20:00;1,2;59;0;7;9,7;15,9;25,5;0,7;6,4
3/06/2023 21:00;1,2;288;6;6;24,4;21,5;45,9;1,1;2,3
3/06/2023 22:00;1,4;354;13,5;13;41,8;22,5;64,4;1,3;0,8
3/06/2023 23:00;1,4;31;22,3;17;35,3;19,7;55;1,1;0,9
4/06/2023 0:00;1;5;17,6;15;32,8;17,8;50,7;1;0,7
4/06/2023 1:00;0,6;316;30,2;11;35,3;16,3;51,6;1,1;0,7
4/06/2023 2:00;0,9;270;23,5;14;44,3;16,5;60,8;1,1;0,6
4/06/2023 3:00;0;235;34,2;15;39,6;14,9;54,5;1,1;0,6
4/06/2023 4:00;1,7;41;39,8;18;36,4;13,3;49,6;0,9;0,6
4/06/2023 5:00;2;48;38,7;15;7,2;7;14,2;0,4;7,6
4/06/2023 6:00;1,7;29;31,2;10;12,4;7,4;19,7;0,5;7,8
4/06/2023 7:00;2,9;46;28,9;8;12,6;8,6;21,2;0,5;4,6
4/06/2023 8:00;2,3;86;24,4;8;7,1;3,7;10,8;0,4;15,6
4/06/2023 9:00;2,8;91;21,9;7;4,2;0;4,1;0,3;20,7
4/06/2023 10:00;1,3;137;15,6;5;3,7;0,7;4,4;0,3;24
4/06/2023 11:00;4;100;12,3;4;0;0;0;0,3;21,5
